snapshot_id,filename,timestamp,is_pre_failure,label,scenario_type
1774286345,snapshot_1774286345.json,2026-03-23T22:49:05.264789,False,0,normal
1774286375,snapshot_1774286375.json,2026-03-23T22:49:35.326000,False,0,normal
1774286405,snapshot_1774286405.json,2026-03-23T22:50:05.397621,False,0,normal
1774286435,snapshot_1774286435.json,2026-03-23T22:50:35.435727,False,0,normal
1774286465,snapshot_1774286465.json,2026-03-23T22:51:05.477182,False,0,normal
1774286495,snapshot_1774286495.json,2026-03-23T22:51:35.527045,False,0,normal
1774286525,snapshot_1774286525.json,2026-03-23T22:52:05.560074,False,0,normal
1774286555,snapshot_1774286555.json,2026-03-23T22:52:35.603242,False,0,normal
1774286585,snapshot_1774286585.json,2026-03-23T22:53:05.640064,False,0,normal
1774286615,snapshot_1774286615.json,2026-03-23T22:53:35.693848,False,0,normal
1774286645,snapshot_1774286645.json,2026-03-23T22:54:05.736712,False,0,normal
1774286675,snapshot_1774286675.json,2026-03-23T22:54:35.787068,False,0,normal
1774286705,snapshot_1774286705.json,2026-03-23T22:55:05.836852,False,0,normal
1774286735,snapshot_1774286735.json,2026-03-23T22:55:35.890063,False,0,normal
1774286765,snapshot_1774286765.json,2026-03-23T22:56:05.947824,False,0,normal
1774286796,snapshot_1774286796.json,2026-03-23T22:56:36.003435,False,0,normal
1774286826,snapshot_1774286826.json,2026-03-23T22:57:06.062610,False,0,normal
1774286856,snapshot_1774286856.json,2026-03-23T22:57:36.116724,False,0,normal
1774286886,snapshot_1774286886.json,2026-03-23T22:58:06.156322,False,0,normal
1774286916,snapshot_1774286916.json,2026-03-23T22:58:36.203649,False,0,normal
1774286946,snapshot_1774286946.json,2026-03-23T22:59:06.255025,False,0,normal
1774286976,snapshot_1774286976.json,2026-03-23T22:59:36.305540,False,0,normal
1774287006,snapshot_1774287006.json,2026-03-23T23:00:06.357491,False,0,normal
1774287036,snapshot_1774287036.json,2026-03-23T23:00:36.416822,False,0,normal
1774287066,snapshot_1774287066.json,2026-03-23T23:01:06.466866,False,0,normal
1774287096,snapshot_1774287096.json,2026-03-23T23:01:36.522269,False,0,normal
1774287126,snapshot_1774287126.json,2026-03-23T23:02:06.560305,False,0,normal
1774287156,snapshot_1774287156.json,2026-03-23T23:02:36.612466,False,0,normal
1774287186,snapshot_1774287186.json,2026-03-23T23:03:06.672109,False,0,normal
1774287216,snapshot_1774287216.json,2026-03-23T23:03:36.736027,False,0,normal
1774287246,snapshot_1774287246.json,2026-03-23T23:04:06.793306,False,0,normal
1774287276,snapshot_1774287276.json,2026-03-23T23:04:36.851734,False,0,normal
1774287306,snapshot_1774287306.json,2026-03-23T23:05:06.907650,False,0,normal
1774287337,snapshot_1774287337.json,2026-03-23T23:05:36.957247,False,0,normal
1774287367,snapshot_1774287367.json,2026-03-23T23:06:07.020330,False,0,normal
1774287397,snapshot_1774287397.json,2026-03-23T23:06:37.080653,False,0,normal
1774287427,snapshot_1774287427.json,2026-03-23T23:07:07.131709,False,0,normal
1774287457,snapshot_1774287457.json,2026-03-23T23:07:37.189775,False,0,normal
1774287487,snapshot_1774287487.json,2026-03-23T23:08:07.241292,False,0,normal
1774287517,snapshot_1774287517.json,2026-03-23T23:08:37.287596,False,0,normal
1774287547,snapshot_1774287547.json,2026-03-23T23:09:07.341224,False,0,normal
1774287577,snapshot_1774287577.json,2026-03-23T23:09:37.398962,False,0,normal
1774287607,snapshot_1774287607.json,2026-03-23T23:10:07.449558,False,0,normal
1774287637,snapshot_1774287637.json,2026-03-23T23:10:37.487436,False,0,normal
1774287667,snapshot_1774287667.json,2026-03-23T23:11:07.540887,False,0,normal
1774287697,snapshot_1774287697.json,2026-03-23T23:11:37.594696,False,0,normal
1774287727,snapshot_1774287727.json,2026-03-23T23:12:07.656424,False,0,normal
1774287757,snapshot_1774287757.json,2026-03-23T23:12:37.716950,False,0,normal
1774287787,snapshot_1774287787.json,2026-03-23T23:13:07.776666,False,0,normal
1774287817,snapshot_1774287817.json,2026-03-23T23:13:37.836777,False,0,normal
1774287847,snapshot_1774287847.json,2026-03-23T23:14:07.901290,False,0,normal
1774287877,snapshot_1774287877.json,2026-03-23T23:14:37.948459,False,0,normal
1774287908,snapshot_1774287908.json,2026-03-23T23:15:07.999531,False,0,normal
1774287938,snapshot_1774287938.json,2026-03-23T23:15:38.065576,False,0,normal
1774287968,snapshot_1774287968.json,2026-03-23T23:16:08.122971,False,0,normal
1774287998,snapshot_1774287998.json,2026-03-23T23:16:38.180538,False,0,normal
1774288028,snapshot_1774288028.json,2026-03-23T23:17:08.254766,False,0,normal
1774288058,snapshot_1774288058.json,2026-03-23T23:17:38.309313,False,0,normal
1774288088,snapshot_1774288088.json,2026-03-23T23:18:08.361436,False,0,normal
1774288118,snapshot_1774288118.json,2026-03-23T23:18:38.425244,False,0,normal
1774288148,snapshot_1774288148.json,2026-03-23T23:19:08.464596,False,0,normal
1774288178,snapshot_1774288178.json,2026-03-23T23:19:38.520445,False,0,normal
1774288208,snapshot_1774288208.json,2026-03-23T23:20:08.574770,False,0,normal
1774288238,snapshot_1774288238.json,2026-03-23T23:20:38.625265,False,0,normal
1774288268,snapshot_1774288268.json,2026-03-23T23:21:08.679897,False,0,normal
1774288298,snapshot_1774288298.json,2026-03-23T23:21:38.729533,False,0,normal
1774288328,snapshot_1774288328.json,2026-03-23T23:22:08.778693,False,0,normal
1774288358,snapshot_1774288358.json,2026-03-23T23:22:38.830629,False,0,normal
1774288388,snapshot_1774288388.json,2026-03-23T23:23:08.881570,False,0,normal
1774288418,snapshot_1774288418.json,2026-03-23T23:23:38.930753,False,0,normal
1774288449,snapshot_1774288449.json,2026-03-23T23:24:08.986089,False,0,normal
1774288479,snapshot_1774288479.json,2026-03-23T23:24:39.045590,False,0,normal
1774288509,snapshot_1774288509.json,2026-03-23T23:25:09.100717,False,0,normal
1774288539,snapshot_1774288539.json,2026-03-23T23:25:39.148000,False,0,normal
1774288569,snapshot_1774288569.json,2026-03-23T23:26:09.200459,False,0,normal
1774288599,snapshot_1774288599.json,2026-03-23T23:26:39.252448,False,0,normal
1774288629,snapshot_1774288629.json,2026-03-23T23:27:09.300613,False,0,normal
1774288659,snapshot_1774288659.json,2026-03-23T23:27:39.342307,False,0,normal
1774288689,snapshot_1774288689.json,2026-03-23T23:28:09.394064,False,0,normal
1774288719,snapshot_1774288719.json,2026-03-23T23:28:39.447872,False,0,normal
1774288749,snapshot_1774288749.json,2026-03-23T23:29:09.507667,False,0,normal
1774288779,snapshot_1774288779.json,2026-03-23T23:29:39.580005,False,0,normal
1774288809,snapshot_1774288809.json,2026-03-23T23:30:09.642057,False,0,normal
1774288839,snapshot_1774288839.json,2026-03-23T23:30:39.698095,False,0,normal
1774288869,snapshot_1774288869.json,2026-03-23T23:31:09.760240,False,0,normal
1774288899,snapshot_1774288899.json,2026-03-23T23:31:39.817110,False,0,normal
1774288929,snapshot_1774288929.json,2026-03-23T23:32:09.869634,False,0,normal
1774288959,snapshot_1774288959.json,2026-03-23T23:32:39.919433,False,0,normal
1774288990,snapshot_1774288990.json,2026-03-23T23:33:09.977950,False,0,normal
1774289020,snapshot_1774289020.json,2026-03-23T23:33:40.030784,False,0,normal
1774289050,snapshot_1774289050.json,2026-03-23T23:34:10.090370,False,0,normal
1774289080,snapshot_1774289080.json,2026-03-23T23:34:40.150127,False,0,normal
1774289110,snapshot_1774289110.json,2026-03-23T23:35:10.210247,False,0,normal
1774289140,snapshot_1774289140.json,2026-03-23T23:35:40.270735,False,0,normal
1774289170,snapshot_1774289170.json,2026-03-23T23:36:10.320626,False,0,normal
1774289200,snapshot_1774289200.json,2026-03-23T23:36:40.381093,False,0,normal
1774289230,snapshot_1774289230.json,2026-03-23T23:37:10.431766,False,0,normal
1774370452,snapshot_normal_1774370452.json,2026-03-24T22:10:52.323647,False,normal,normal
1774370482,snapshot_normal_1774370482.json,2026-03-24T22:11:22.406703,False,normal,normal
1774370510,snapshot_pre_failure_1774370510.json,2026-03-24T22:11:49.958034,True,pre_failure,stress
1774370540,snapshot_pre_failure_1774370540.json,2026-03-24T22:12:20.039160,True,pre_failure,stress
1774370570,snapshot_pre_failure_1774370570.json,2026-03-24T22:12:50.126207,True,pre_failure,stress
1774370600,snapshot_pre_failure_1774370600.json,2026-03-24T22:13:20.186290,True,pre_failure,stress
1774370630,snapshot_pre_failure_1774370630.json,2026-03-24T22:13:50.252435,True,pre_failure,stress
1774370660,snapshot_pre_failure_1774370660.json,2026-03-24T22:14:20.302965,True,pre_failure,stress
1774370690,snapshot_pre_failure_1774370690.json,2026-03-24T22:14:50.347854,True,pre_failure,stress
1774370720,snapshot_pre_failure_1774370720.json,2026-03-24T22:15:20.391897,True,pre_failure,stress
1774370750,snapshot_pre_failure_1774370750.json,2026-03-24T22:15:50.437962,True,pre_failure,stress
1774370780,snapshot_pre_failure_1774370780.json,2026-03-24T22:16:20.486341,True,pre_failure,stress
1774370810,snapshot_pre_failure_1774370810.json,2026-03-24T22:16:50.527379,True,pre_failure,stress
1774370840,snapshot_pre_failure_1774370840.json,2026-03-24T22:17:20.571797,True,pre_failure,stress
1774370870,snapshot_pre_failure_1774370870.json,2026-03-24T22:17:50.611165,True,pre_failure,stress
1774370900,snapshot_pre_failure_1774370900.json,2026-03-24T22:18:20.655788,True,pre_failure,stress
1774370930,snapshot_pre_failure_1774370930.json,2026-03-24T22:18:50.706878,True,pre_failure,stress
1774370960,snapshot_pre_failure_1774370960.json,2026-03-24T22:19:20.771114,True,pre_failure,stress
1774370990,snapshot_pre_failure_1774370990.json,2026-03-24T22:19:50.817587,True,pre_failure,stress
1774371020,snapshot_pre_failure_1774371020.json,2026-03-24T22:20:20.884894,True,pre_failure,stress
1774371051,snapshot_pre_failure_1774371051.json,2026-03-24T22:20:50.955883,True,pre_failure,stress
1774371081,snapshot_pre_failure_1774371081.json,2026-03-24T22:21:21.016154,True,pre_failure,stress
1774371111,snapshot_pre_failure_1774371111.json,2026-03-24T22:21:51.072314,True,pre_failure,stress
1774371141,snapshot_pre_failure_1774371141.json,2026-03-24T22:22:21.133473,True,pre_failure,stress
1774371171,snapshot_pre_failure_1774371171.json,2026-03-24T22:22:51.197020,True,pre_failure,stress
